,YEAR,MONTH,LATITUDE,LONGITUDE,N_MOUNT_PLEASANT,N_GRANDVIEW-WOODLAND,N_CENTRAL_BUSINESS_DISTRICT,N_WEST_END,N_RENFREW-COLLINGWOOD,N_FAIRVIEW,N_VICTORIA-FRASERVIEW,N_KILLARNEY,N_HASTINGS-SUNRISE,N_KITSILANO,N_KENSINGTON-CEDAR_COTTAGE,N_MARPOLE,N_WEST_POINT_GREY,N_STRATHCONA,N_DUNBAR-SOUTHLANDS,N_SHAUGHNESSY,N_OAKRIDGE,N_RILEY_PARK,N_SOUTH_CAMBIE,N_SUNSET,N_STANLEY_PARK,N_KERRISDALE,N_ARBUTUS_RIDGE,N_MUSQUEAM,G_50M,G_100M,H_ADULT,H_MEN,H_WOMEN_FAM,H_YOUTH,P_AVG5,P_AVG10,S_WATERFRONT,S_BURRARD,S_GRANVILLE,S_STADIUM-CHINATOWN,S_MAIN_ST.-SCIENCE_WORLD,S_BROADWAY,S_NANAIMO,S_29TH_AVENUE,S_JOYCE-COLLINGWOOD,S_RUPERT,S_RENFREW,S_COMMERCIAL_DRIVE,S_VCC-CLARK,S_WATERFRONT,S_VANCOUVER_CITY_CENTRE,S_YALETOWN-ROUNDHOUSE,S_OLYMPIC_VILLAGE,S_BROADWAY-CITY_HALL,S_KING_EDWARD,S_OAKRIDGE-41st._AVE.,S_LANGARA-49th_AVE.,S_MARINE_DRIVE,S_DISTANCE,SL_50M,MEAN_TEMP_C,MIN_TEMP_C,MAX_TEMP_C,TOTAL_PERCIP_MM
312909,2010,7,49.2635565554,-123.139365654,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,39,1999.69429049,2379.83720849,1585.30963684,1622.82290585,12427600.0,8199503.52941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1749.76748444,8,18.31052632,13.96065574,22.75517241,4.3
313362,2010,9,49.2624370035,-123.128657141,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1284.9440447,1976.4668103,1421.39706196,1451.43046227,1947200.0,1810300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1010.60046748,3,15.46166667,12.31333333,18.55333333,428.2
313989,2010,2,49.27738681,-123.027027507,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3055.24673881,4680.35994304,7256.94613232,7229.8296966,461200.0,460600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1896.13740261,3,7.592857143,4.705357143,10.425,280.5
314005,2010,10,49.2408013045,-123.032113455,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4116.51465569,6263.10566901,7874.07607465,7864.4775357,526000.0,526000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,268.678497248,4,11.62131148,8.732258065,14.4147541,221.3
314077,2010,4,49.2829922898,-123.112166006,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,217,81.8194918041,614.762078673,1370.48395222,1199.11070139,2183600.2,1894570.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309.341835268,15,9.765,6.195,13.29333333,250.4
314343,2010,4,49.265604626,-123.023940079,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3193.20299793,5203.5545901,7553.26851579,7531.19026029,2001000.0,2949800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,841.325769234,9,9.765,6.195,13.29333333,250.4
314705,2010,8,49.2857126465,-123.139512205,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,55,1051.65511241,1996.12846486,1499.45176239,1092.77513872,6683000.0,4265314.28571,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1421.66374582,6,18.50806452,14.26129032,22.70483871,164.5
314771,2010,4,49.2576053407,-123.025636612,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3323.28767374,5468.23844151,7609.8754839,7591.59131648,565000.0,555400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630.213841278,3,9.765,6.195,13.29333333,250.4
315061,2010,7,49.2111205239,-123.090358301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,5806.94669748,7624.43039401,7597.08647042,7613.66024905,2367200.0,1407800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1954.1984608,7,18.31052632,13.96065574,22.75517241,4.3
315083,2010,11,49.2759495313,-123.133769759,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,841.390830664,1386.86495553,522.111568073,544.223607772,777604.346467,525338.573123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,882.277966795,6,5.538333333,3.13,7.906666667,374.7
315152,2010,11,49.2765717851,-123.134358319,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,821.084305401,1421.1161573,579.26816394,582.404290003,4154070.05711,2379824.02428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,939.949587891,9,5.538333333,3.13,7.906666667,374.7
315179,2010,10,49.2576582881,-123.175725981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4483.66648809,4958.70341203,4064.24799146,4100.38092592,981400.0,924900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4336.31870131,6,11.62131148,8.732258065,14.4147541,221.3
315500,2010,8,49.2802387252,-123.089060674,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,70,335.730035335,229.36378261,2796.48638874,2765.34792561,494400.0,494400.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1150.01320624,4,18.50806452,14.26129032,22.70483871,164.5
315501,2010,12,49.2307401379,-123.121774145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3700.26373113,5253.64950431,4952.37735833,4977.83887991,9622248.48485,10228424.2424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,516.068488356,2,5.416129032,3.029032258,7.748387097,404.5
315610,2010,8,49.2205741376,-123.119038247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4742.86171808,6367.54323767,6095.55662691,6120.46088074,2753600.0,1929700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,676.00412251,0,18.50806452,14.26129032,22.70483871,164.5
316003,2010,10,49.2250179065,-123.101704275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,17,4161.58609964,5944.54875112,5865.20507497,5883.16106089,1098200.0,883250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1075.80061829,9,11.62131148,8.732258065,14.4147541,221.3
316589,2010,6,49.2643161981,-123.0871442,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1200.12596858,1972.35101988,3120.7348897,3107.29916011,809533.333333,743746.666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,617.449928216,5,15.14318182,11.75510204,18.55,122.2
316741,2010,2,49.2801652436,-123.043946949,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060.13707805,3427.78732407,6047.10586071,6018.50732616,428915.2,448957.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2304.47285912,10,7.592857143,4.705357143,10.425,280.5
317243,2010,2,49.2824508949,-123.118264338,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,387.407381872,575.356031112,1017.51889299,763.880142716,48835800.0,40028600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.85359514,28,7.592857143,4.705357143,10.425,280.5
318545,2010,11,49.2815769981,-123.1395181,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,957.285893957,1839.78008063,1174.94013987,881.918773533,2852580.0,2117780.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1472.2970108,3,5.538333333,3.13,7.906666667,374.7
318721,2010,8,49.2853125982,-123.1138458,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,324.205616315,842.99333454,1466.69089977,1199.17412781,7792200.0,10050400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.8589424404,26,18.50806452,14.26129032,22.70483871,164.5
318724,2010,10,49.2334853982,-123.116368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,3298.79901691,4925.6810859,4694.70035492,4717.59411558,4282493.75,2664946.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,23.928203245,11,11.62131148,8.732258065,14.4147541,221.3
319133,2010,1,49.2813949031,-123.119686666,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,81,470.757397179,532.537522033,861.505436568,623.856921032,2681200.0,5035700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.8137529991,23,7.522580645,5.169354839,9.835483871,545.1
319183,2010,8,49.2813949031,-123.119686666,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,81,470.757397179,532.537522033,861.505436568,623.856921032,2681200.0,5035700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.8137529991,23,18.50806452,14.26129032,22.70483871,164.5
319535,2010,10,49.2811289035,-123.116230717,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,281.421396323,386.19943983,1010.85964211,859.011919014,4262800.0,5229200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232.150916917,15,11.62131148,8.732258065,14.4147541,221.3
320162,2010,6,49.2771545982,-123.1261921,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,111,498.626998553,823.490527798,225.615486008,195.520388947,2001400.0,1472400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,440.936843063,24,15.14318182,11.75510204,18.55,122.2
320255,2010,8,49.279409761,-123.098020193,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,58,305,186.556685945,360.361079397,2139.80219957,2108.27362271,1830000.0,1646500.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,718.179975144,16,18.50806452,14.26129032,22.70483871,164.5
321394,2010,7,49.2862228376,-123.126540519,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,493.946791807,1265.09090949,1231.16391182,745.799024017,11959600.0,14181800.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,479.546907411,12,18.31052632,13.96065574,22.75517241,4.3
321552,2010,8,49.2716494096,-123.15513145,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,41,2377.33436083,3004.60137405,2105.44277384,2136.38802589,2106600.0,1639072.77778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2437.73013752,5,18.50806452,14.26129032,22.70483871,164.5
321958,2010,7,49.2392638976,-123.07094424,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3344.54295814,4958.09277513,5692.42289647,5693.0156514,529600.0,529700.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1486.0120978,5,18.31052632,13.96065574,22.75517241,4.3
321961,2010,7,49.2733217022,-123.129544319,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,957.374371412,1173.74564851,290.467327347,328.347800387,461600.0,460681.636364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,568.871198074,4,18.31052632,13.96065574,22.75517241,4.3
322424,2010,8,49.2124759544,-123.103636581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5547.77262637,7307.36548275,7170.03177307,7190.54788194,580400.0,601500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1031.59126666,3,18.50806452,14.26129032,22.70483871,164.5
323101,2010,3,49.2803198354,-123.061776239,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,25,1243.94746228,2132.27684073,4758.83699244,4729.5502281,451200.0,490800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1993.45216302,5,8.063333333,4.75483871,11.34333333,295.6
323156,2010,6,49.2810656982,-123.1075836,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,261,82.4844111981,463.289647167,1538.48133385,1479.8507913,2054540.2,1977622.18333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231.087371834,18,15.14318182,11.75510204,18.55,122.2
323787,2010,4,49.2716412288,-123.100381802,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,102,75.6821596576,1157.11922273,1954.51352191,1934.54214114,6493800.0,6651633.33333,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.685647333,11,9.765,6.195,13.29333333,250.4
324351,2011,7,49.2793643448,-123.110105897,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,324.086309181,392.433746926,1295.02160719,1260.7781113,2231253.09735,1225660.31105,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.3002195687,26,17.22258065,13.23548387,21.16129032,37.6
324700,2011,10,49.2810622078,-123.097487393,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,108,328,32.4996772769,271.932011805,2224.78808285,2191.72578018,1199060.2,1151830.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,897.047452081,14,10.26935484,7.475806452,13.00967742,132.3
324891,2011,7,49.2263652956,-123.065766061,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,47,4791.61569564,6440.36706892,7008.55652361,7013.21857861,2849000.0,1602100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2457.14867194,7,17.22258065,13.23548387,21.16129032,37.6
325018,2011,11,49.2788262903,-123.089696937,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,15,494.423229384,351.443873741,2723.24906391,2693.30976801,299900.0,554250.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1012.35585162,4,5.605,2.81,8.358333333,333.6
325147,2011,1,49.2829254223,-123.107026252,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,179,132.232451813,416.590048304,1672.15093463,1556.43702607,822800.2,812808.988889,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,429.217115532,25,4.50483871,2.098387097,6.864516129,441.9
325625,2011,1,49.2775748421,-123.096893228,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22,62,377.415760464,576.307889272,2185.48213747,2156.2127228,717800.0,699200.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,558.706384752,10,4.50483871,2.098387097,6.864516129,441.9
325763,2011,6,49.2656917962,-123.109730791,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,233.674468722,1394.6857371,1622.35798286,1620.57467364,1471800.0,1355800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,404.298284717,3,15.26333333,11.73666667,18.74,41.0
326699,2011,8,49.2792265982,-123.1044647,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,369.742527229,391.656326694,1680.08021155,1647.55946348,1130066.66667,3829044.49838,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,371.862015552,16,18.36981132,14.1509434,22.53773585,44.8
327097,2011,12,49.2622227131,-123.062448256,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,909.914634945,3014.68489309,4892.11390293,4875.19000936,490400.0,490400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,444.274004644,10,4.329032258,1.870967742,6.737096774,199.3
327919,2011,1,49.2608265519,-123.069760059,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,40,75,948.092759893,2804.31353877,4439.66628622,4425.12859591,1487121.11111,1466560.55556,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.278015503,10,4.50483871,2.098387097,6.864516129,441.9
328114,2011,6,49.2681318902,-123.056580313,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,804.56731968,2933.12523757,5162.12793532,5140.42019333,607800.0,582700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1039.56787495,10,15.26333333,11.73666667,18.74,41.0
328145,2011,2,49.2789966641,-123.123508622,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,305,350.880212896,640.238955076,486.409403349,318.12528667,2550600.0,2834300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,432.676304888,20,3.725,1.146428571,6.253571429,244.2
328159,2011,6,49.279189667,-123.123221022,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,263,345.595645876,624.906353366,515.323383549,335.298289887,3401400.0,3188500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,402.703620507,22,15.26333333,11.73666667,18.74,41.0
328692,2011,8,49.2744503315,-123.069614427,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,61,548.237083697,1760.53554862,4154.66259156,4129.03884131,1220200.0,1250000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1179.79959648,8,18.36981132,14.1509434,22.53773585,44.8
329005,2011,5,49.2817536904,-123.105611888,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,277,131.783387746,307.247017388,1700.89720486,1632.10492357,1295400.2,1061840.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,385.793574354,9,11.19354839,7.616129032,14.70967742,93.8
329240,2011,1,49.2879547976,-123.119909588,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,794.23029317,1190.13152202,1506.98601582,1095.0524251,7226800.0,6483054.31027,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233.001605566,10,4.50483871,2.098387097,6.864516129,441.9
329764,2011,6,49.2372117677,-123.032716738,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4410.48674981,6531.43333303,8038.11799415,8030.21757067,4562600.0,3077600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.218851305,8,15.26333333,11.73666667,18.74,41.0
330025,2011,7,49.2785067154,-123.076084437,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,92,1086.98504318,1147.01697364,3701.79985723,3673.0249987,477133.333333,500426.666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1430.45929041,3,17.22258065,13.23548387,21.16129032,37.6
330147,2011,1,49.2353776251,-123.038843195,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,17,4349.69593895,6414.35660795,7776.40672975,7770.46542187,581600.0,725000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,612.455439892,7,4.50483871,2.098387097,6.864516129,441.9
330526,2011,2,49.271412114,-123.074351093,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,360.24200977,1678.80386035,3832.01897961,3809.02558216,526600.0,513700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,710.295733811,2,3.725,1.146428571,6.253571429,244.2
331021,2011,9,49.2908019112,-123.132339743,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,1093.18361814,1926.04319493,1788.11307894,1292.52174908,3845218.18182,2325602.42424,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1054.29505318,2,16.42372881,12.40666667,20.32372881,80.4
331686,2011,9,49.2639364734,-123.157350555,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,3003.97627794,3450.07763535,2555.84094077,2592.10333354,3786140.78853,2893870.39427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2829.19257256,10,16.42372881,12.40666667,20.32372881,80.4
