,YEAR,Theft from Vehicle,Other Theft,Mischief,Theft of Vehicle,BNE Residential/Other,BNE Commercial
220790,2007,0,0,1,0,0,0
220791,2007,0,0,1,0,0,0
220792,2007,1,0,0,0,0,0
220793,2007,0,1,0,0,0,0
220794,2007,0,0,1,0,0,0
220795,2007,1,0,0,0,0,0
220796,2007,0,0,1,0,0,0
220797,2007,0,0,1,0,0,0
220798,2007,0,0,1,0,0,0
220799,2007,0,1,0,0,0,0
220800,2007,1,0,0,0,0,0
220801,2007,0,1,0,0,0,0
220802,2007,0,0,1,0,0,0
220803,2007,0,0,1,0,0,0
220804,2007,0,0,0,1,0,0
220805,2007,0,1,0,0,0,0
220806,2007,0,1,0,0,0,0
220807,2007,0,1,0,0,0,0
220808,2007,1,0,0,0,0,0
220809,2007,0,0,0,0,0,1
220810,2007,0,0,0,0,0,1
220811,2007,0,1,0,0,0,0
220812,2007,0,0,1,0,0,0
220813,2007,0,0,1,0,0,0
220814,2007,0,0,1,0,0,0
220815,2007,0,0,0,0,1,0
220816,2007,0,0,1,0,0,0
220817,2007,0,0,0,0,1,0
220818,2007,0,0,0,0,1,0
220819,2007,0,0,0,1,0,0
220820,2007,0,0,0,1,0,0
220821,2007,0,0,1,0,0,0
220822,2007,0,0,1,0,0,0
220823,2007,0,0,1,0,0,0
220824,2007,0,0,1,0,0,0
220825,2007,1,0,0,0,0,0
220826,2007,0,1,0,0,0,0
220827,2007,1,0,0,0,0,0
220828,2007,0,0,0,1,0,0
220829,2007,1,0,0,0,0,0
220830,2007,0,1,0,0,0,0
220831,2007,0,0,0,1,0,0
220832,2007,0,1,0,0,0,0
220833,2007,0,1,0,0,0,0
220834,2007,0,1,0,0,0,0
220835,2007,1,0,0,0,0,0
220836,2007,0,0,1,0,0,0
220837,2007,0,0,1,0,0,0
220838,2007,0,0,1,0,0,0
220839,2007,0,0,1,0,0,0
220840,2007,0,0,1,0,0,0
220841,2007,0,0,0,1,0,0
220842,2007,0,0,1,0,0,0
220843,2007,1,0,0,0,0,0
220844,2007,0,1,0,0,0,0
220845,2007,0,0,1,0,0,0
220846,2007,0,0,1,0,0,0
220847,2007,1,0,0,0,0,0
220848,2007,0,0,0,1,0,0
220849,2007,0,0,0,1,0,0
220850,2007,0,0,0,1,0,0
220851,2007,1,0,0,0,0,0
220852,2007,0,0,1,0,0,0
220853,2007,0,0,0,1,0,0
220854,2007,1,0,0,0,0,0
220855,2007,0,1,0,0,0,0
220856,2007,0,0,1,0,0,0
220857,2007,0,0,1,0,0,0
220858,2007,0,1,0,0,0,0
220859,2007,0,0,1,0,0,0
220860,2007,1,0,0,0,0,0
220861,2007,0,0,1,0,0,0
220862,2007,1,0,0,0,0,0
220863,2007,0,0,1,0,0,0
220864,2007,0,0,0,1,0,0
220865,2007,0,0,1,0,0,0
220866,2007,1,0,0,0,0,0
220867,2007,0,1,0,0,0,0
220868,2007,0,1,0,0,0,0
220869,2007,0,0,1,0,0,0
220870,2007,0,1,0,0,0,0
220871,2007,0,0,0,1,0,0
220872,2007,0,0,0,0,1,0
220873,2007,0,0,0,0,1,0
220874,2007,1,0,0,0,0,0
220875,2007,0,0,1,0,0,0
220876,2007,0,0,1,0,0,0
220877,2007,0,0,0,1,0,0
220878,2007,0,1,0,0,0,0
220879,2007,0,1,0,0,0,0
220880,2007,0,1,0,0,0,0
220881,2007,0,1,0,0,0,0
220882,2007,0,0,1,0,0,0
220883,2007,0,0,1,0,0,0
220884,2007,0,1,0,0,0,0
220885,2007,0,0,1,0,0,0
220886,2007,0,1,0,0,0,0
220887,2007,0,0,0,0,1,0
220888,2007,0,1,0,0,0,0
220889,2007,0,1,0,0,0,0
220890,2007,0,1,0,0,0,0
220891,2007,0,1,0,0,0,0
220892,2007,0,1,0,0,0,0
220893,2007,0,1,0,0,0,0
220894,2007,0,0,0,1,0,0
220895,2007,1,0,0,0,0,0
220896,2007,1,0,0,0,0,0
220897,2007,0,0,0,1,0,0
220898,2007,0,1,0,0,0,0
220899,2007,0,1,0,0,0,0
220900,2007,0,1,0,0,0,0
220901,2007,0,0,0,1,0,0
220902,2007,0,1,0,0,0,0
220903,2007,0,0,1,0,0,0
220904,2007,0,0,0,1,0,0
220905,2007,0,0,1,0,0,0
220906,2007,0,0,1,0,0,0
220907,2007,0,0,1,0,0,0
220908,2007,0,0,1,0,0,0
220909,2007,0,0,1,0,0,0
220910,2007,0,0,1,0,0,0
220911,2007,0,0,0,0,0,1
220912,2007,0,0,0,1,0,0
220913,2007,0,0,1,0,0,0
220914,2007,0,0,1,0,0,0
220915,2007,0,0,1,0,0,0
220916,2007,0,0,1,0,0,0
220917,2007,0,1,0,0,0,0
220918,2007,0,0,0,1,0,0
220919,2007,0,1,0,0,0,0
220920,2007,0,0,1,0,0,0
220921,2007,0,1,0,0,0,0
220922,2007,0,0,0,1,0,0
220923,2007,0,1,0,0,0,0
220924,2007,0,0,1,0,0,0
220925,2007,0,1,0,0,0,0
220926,2007,0,1,0,0,0,0
220927,2007,0,1,0,0,0,0
220928,2007,0,0,1,0,0,0
220929,2007,0,0,1,0,0,0
220930,2007,0,0,0,0,1,0
220931,2007,0,0,0,0,0,1
220932,2007,0,0,1,0,0,0
220933,2007,0,0,1,0,0,0
220934,2007,0,0,1,0,0,0
220935,2007,0,0,0,1,0,0
220936,2007,0,0,0,1,0,0
220937,2007,0,0,1,0,0,0
220938,2007,0,0,1,0,0,0
220939,2007,0,0,0,0,1,0
220940,2007,0,0,0,1,0,0
220941,2007,0,0,1,0,0,0
220942,2007,0,0,1,0,0,0
220943,2007,0,0,1,0,0,0
220944,2007,1,0,0,0,0,0
220945,2007,0,0,1,0,0,0
220946,2007,0,0,1,0,0,0
220947,2007,0,0,0,1,0,0
220948,2007,0,0,1,0,0,0
220949,2007,1,0,0,0,0,0
220950,2007,0,0,1,0,0,0
220951,2007,0,0,1,0,0,0
220952,2007,0,0,1,0,0,0
220953,2007,0,0,1,0,0,0
220954,2007,0,0,1,0,0,0
220955,2007,1,0,0,0,0,0
220956,2007,0,0,1,0,0,0
220957,2007,1,0,0,0,0,0
220958,2007,0,0,1,0,0,0
220959,2007,0,0,0,0,0,1
220960,2007,0,0,1,0,0,0
220961,2007,0,0,0,1,0,0
220962,2007,1,0,0,0,0,0
220963,2007,1,0,0,0,0,0
220964,2007,1,0,0,0,0,0
220965,2007,0,1,0,0,0,0
220966,2007,0,1,0,0,0,0
220967,2007,0,1,0,0,0,0
220968,2007,0,1,0,0,0,0
220969,2007,0,1,0,0,0,0
220970,2007,0,1,0,0,0,0
220971,2007,0,1,0,0,0,0
220972,2007,0,1,0,0,0,0
220973,2007,0,1,0,0,0,0
220974,2007,0,1,0,0,0,0
220975,2007,0,0,0,0,0,1
220976,2007,0,1,0,0,0,0
220977,2007,0,1,0,0,0,0
220978,2007,0,1,0,0,0,0
220979,2007,0,0,0,0,0,1
220980,2007,0,1,0,0,0,0
220981,2007,0,1,0,0,0,0
220982,2007,0,1,0,0,0,0
220983,2007,0,1,0,0,0,0
220984,2007,0,1,0,0,0,0
220985,2007,0,1,0,0,0,0
220986,2007,0,1,0,0,0,0
220987,2007,0,1,0,0,0,0
220988,2007,0,1,0,0,0,0
220989,2007,0,1,0,0,0,0
220990,2007,0,1,0,0,0,0
220991,2007,1,0,0,0,0,0
220992,2007,1,0,0,0,0,0
220993,2007,0,0,1,0,0,0
220994,2007,0,1,0,0,0,0
220995,2007,0,0,1,0,0,0
220996,2007,0,0,1,0,0,0
220997,2007,0,0,1,0,0,0
220998,2007,0,0,1,0,0,0
220999,2007,0,0,0,1,0,0
221000,2007,0,0,0,1,0,0
221001,2007,0,0,1,0,0,0
221002,2007,0,0,1,0,0,0
221003,2007,0,0,1,0,0,0
221004,2007,0,0,1,0,0,0
221005,2007,1,0,0,0,0,0
221006,2007,0,0,1,0,0,0
221007,2007,0,0,0,1,0,0
221008,2007,0,0,1,0,0,0
221009,2007,0,0,1,0,0,0
221010,2007,1,0,0,0,0,0
221011,2007,1,0,0,0,0,0
221012,2007,0,1,0,0,0,0
221013,2007,0,1,0,0,0,0
221014,2007,0,1,0,0,0,0
221015,2007,0,0,0,1,0,0
221016,2007,0,1,0,0,0,0
221017,2007,0,1,0,0,0,0
221018,2007,0,1,0,0,0,0
221019,2007,0,1,0,0,0,0
221020,2007,0,1,0,0,0,0
221021,2007,0,1,0,0,0,0
221022,2007,0,1,0,0,0,0
221023,2007,0,1,0,0,0,0
221024,2007,0,1,0,0,0,0
221025,2007,0,1,0,0,0,0
221026,2007,0,1,0,0,0,0
221027,2007,0,0,0,1,0,0
221028,2007,0,1,0,0,0,0
221029,2007,0,1,0,0,0,0
221030,2007,1,0,0,0,0,0
221031,2007,0,1,0,0,0,0
221032,2007,1,0,0,0,0,0
221033,2007,0,0,1,0,0,0
221034,2007,0,0,1,0,0,0
221035,2007,1,0,0,0,0,0
221036,2007,1,0,0,0,0,0
221037,2007,1,0,0,0,0,0
221038,2007,0,1,0,0,0,0
221039,2007,0,1,0,0,0,0
221040,2007,0,1,0,0,0,0
221041,2007,0,1,0,0,0,0
221042,2007,0,1,0,0,0,0
221043,2007,0,1,0,0,0,0
221044,2007,0,1,0,0,0,0
221045,2007,1,0,0,0,0,0
221046,2007,0,1,0,0,0,0
221047,2007,0,1,0,0,0,0
221048,2007,0,0,1,0,0,0
221049,2007,1,0,0,0,0,0
221050,2007,1,0,0,0,0,0
221051,2007,0,1,0,0,0,0
221052,2007,1,0,0,0,0,0
221053,2007,1,0,0,0,0,0
221054,2007,1,0,0,0,0,0
221055,2007,0,0,1,0,0,0
221056,2007,0,0,1,0,0,0
221057,2007,1,0,0,0,0,0
221058,2007,0,0,1,0,0,0
221059,2007,0,0,1,0,0,0
221060,2007,0,1,0,0,0,0
221061,2007,0,0,1,0,0,0
221062,2007,0,0,1,0,0,0
221063,2007,0,1,0,0,0,0
221064,2007,1,0,0,0,0,0
221065,2007,0,0,0,1,0,0
221066,2007,0,1,0,0,0,0
221067,2007,1,0,0,0,0,0
221068,2007,0,0,1,0,0,0
221069,2007,1,0,0,0,0,0
221070,2007,1,0,0,0,0,0
221071,2007,0,1,0,0,0,0
221072,2007,1,0,0,0,0,0
221073,2007,1,0,0,0,0,0
221074,2007,0,0,0,1,0,0
221075,2007,0,1,0,0,0,0
221076,2007,0,1,0,0,0,0
221077,2007,1,0,0,0,0,0
221078,2007,1,0,0,0,0,0
221079,2007,0,0,0,1,0,0
221080,2007,0,0,0,1,0,0
221081,2007,0,1,0,0,0,0
221082,2007,1,0,0,0,0,0
221083,2007,1,0,0,0,0,0
221084,2007,0,0,0,1,0,0
221085,2007,0,1,0,0,0,0
221086,2007,0,1,0,0,0,0
221087,2007,1,0,0,0,0,0
221088,2007,0,0,1,0,0,0
221089,2007,0,1,0,0,0,0
221090,2007,0,1,0,0,0,0
221091,2007,1,0,0,0,0,0
221092,2007,0,0,1,0,0,0
221093,2007,0,0,1,0,0,0
221094,2007,0,0,1,0,0,0
221095,2007,1,0,0,0,0,0
221096,2007,0,1,0,0,0,0
221097,2007,0,0,1,0,0,0
221098,2007,0,0,1,0,0,0
221099,2007,0,0,1,0,0,0
221100,2007,0,1,0,0,0,0
221101,2007,1,0,0,0,0,0
221102,2007,1,0,0,0,0,0
221103,2007,0,0,0,0,0,1
221104,2007,0,1,0,0,0,0
221105,2007,1,0,0,0,0,0
221106,2007,0,1,0,0,0,0
221107,2007,0,0,1,0,0,0
221108,2007,0,1,0,0,0,0
221109,2007,0,0,0,0,1,0
221110,2007,0,0,0,1,0,0
221111,2007,0,0,1,0,0,0
221112,2007,0,0,1,0,0,0
221113,2007,0,0,1,0,0,0
221114,2007,1,0,0,0,0,0
221115,2007,1,0,0,0,0,0
221116,2007,1,0,0,0,0,0
221117,2007,0,0,0,0,0,1
221118,2007,1,0,0,0,0,0
221119,2007,0,1,0,0,0,0
221120,2007,0,1,0,0,0,0
221121,2007,0,1,0,0,0,0
221122,2007,0,1,0,0,0,0
221123,2007,0,0,1,0,0,0
221124,2007,0,0,0,0,1,0
221125,2007,0,1,0,0,0,0
221126,2007,0,1,0,0,0,0
221127,2007,0,0,1,0,0,0
221128,2007,0,1,0,0,0,0
221129,2007,0,1,0,0,0,0
221130,2007,0,0,0,1,0,0
221131,2007,0,1,0,0,0,0
221132,2007,0,0,0,1,0,0
221133,2007,0,1,0,0,0,0
221134,2007,0,1,0,0,0,0
221135,2007,0,1,0,0,0,0
221136,2007,0,1,0,0,0,0
221137,2007,0,0,1,0,0,0
221138,2007,0,0,1,0,0,0
221139,2007,0,0,1,0,0,0
221140,2007,0,1,0,0,0,0
221141,2007,0,1,0,0,0,0
221142,2007,0,0,1,0,0,0
221143,2007,0,0,1,0,0,0
221144,2007,0,1,0,0,0,0
221145,2007,1,0,0,0,0,0
221146,2007,0,1,0,0,0,0
221147,2007,0,1,0,0,0,0
221148,2007,0,1,0,0,0,0
221149,2007,0,1,0,0,0,0
221150,2007,0,1,0,0,0,0
221151,2007,0,0,0,1,0,0
221152,2007,1,0,0,0,0,0
221153,2007,0,0,0,1,0,0
221154,2007,0,0,1,0,0,0
221155,2007,1,0,0,0,0,0
221156,2007,1,0,0,0,0,0
221157,2007,0,0,0,1,0,0
221158,2007,0,0,1,0,0,0
221159,2007,0,0,1,0,0,0
221160,2007,0,0,0,1,0,0
221161,2007,0,0,0,1,0,0
221162,2007,0,1,0,0,0,0
221163,2007,0,1,0,0,0,0
221164,2007,0,1,0,0,0,0
221165,2007,0,1,0,0,0,0
221166,2007,0,1,0,0,0,0
221167,2007,1,0,0,0,0,0
221168,2007,1,0,0,0,0,0
221169,2007,1,0,0,0,0,0
221170,2007,1,0,0,0,0,0
221171,2007,0,0,1,0,0,0
221172,2007,0,1,0,0,0,0
221173,2007,0,1,0,0,0,0
221174,2007,0,1,0,0,0,0
221175,2007,1,0,0,0,0,0
221176,2007,1,0,0,0,0,0
221177,2007,0,0,0,0,0,1
221178,2007,0,0,1,0,0,0
221179,2007,0,0,1,0,0,0
221180,2007,0,1,0,0,0,0
221181,2007,1,0,0,0,0,0
221182,2007,1,0,0,0,0,0
221183,2007,0,0,0,1,0,0
221184,2007,0,1,0,0,0,0
221185,2007,0,0,1,0,0,0
221186,2007,0,0,1,0,0,0
221187,2007,0,0,1,0,0,0
221188,2007,0,0,0,1,0,0
221189,2007,1,0,0,0,0,0
221190,2007,1,0,0,0,0,0
221191,2007,0,1,0,0,0,0
221192,2007,0,1,0,0,0,0
221193,2007,0,0,0,0,1,0
221194,2007,0,0,1,0,0,0
221195,2007,1,0,0,0,0,0
221196,2007,0,1,0,0,0,0
221197,2007,0,1,0,0,0,0
221198,2007,0,1,0,0,0,0
221199,2007,0,0,0,1,0,0
221200,2007,0,1,0,0,0,0
221201,2007,0,1,0,0,0,0
221202,2007,1,0,0,0,0,0
221203,2007,0,1,0,0,0,0
221204,2007,0,1,0,0,0,0
221205,2007,0,1,0,0,0,0
221206,2007,0,1,0,0,0,0
221207,2007,0,0,1,0,0,0
221208,2007,0,1,0,0,0,0
221209,2007,0,1,0,0,0,0
221210,2007,0,1,0,0,0,0
221211,2007,0,1,0,0,0,0
221212,2007,1,0,0,0,0,0
221213,2007,0,1,0,0,0,0
221214,2007,0,0,1,0,0,0
221215,2007,0,0,1,0,0,0
221216,2007,0,0,0,0,0,1
221217,2007,0,0,1,0,0,0
221218,2007,0,0,0,1,0,0
221219,2007,0,0,0,1,0,0
221220,2007,1,0,0,0,0,0
221221,2007,1,0,0,0,0,0
221222,2007,1,0,0,0,0,0
221223,2007,1,0,0,0,0,0
221224,2007,0,0,0,1,0,0
221225,2007,0,0,0,1,0,0
221226,2007,0,0,0,1,0,0
221227,2007,0,0,1,0,0,0
221228,2007,0,1,0,0,0,0
221229,2007,0,1,0,0,0,0
221230,2007,1,0,0,0,0,0
221231,2007,1,0,0,0,0,0
221232,2007,1,0,0,0,0,0
221233,2007,0,1,0,0,0,0
221234,2007,1,0,0,0,0,0
221235,2007,0,0,1,0,0,0
221236,2007,0,0,1,0,0,0
221237,2007,0,1,0,0,0,0
221238,2007,0,0,1,0,0,0
221239,2007,0,0,0,0,0,1
221240,2007,0,0,0,0,0,1
221241,2007,1,0,0,0,0,0
221242,2007,0,1,0,0,0,0
221243,2007,0,1,0,0,0,0
221244,2007,0,1,0,0,0,0
221245,2007,0,0,1,0,0,0
221246,2007,0,0,1,0,0,0
221247,2007,0,0,1,0,0,0
221248,2007,0,0,1,0,0,0
221249,2007,0,0,1,0,0,0
221250,2007,1,0,0,0,0,0
221251,2007,1,0,0,0,0,0
221252,2007,1,0,0,0,0,0
221253,2007,0,0,0,1,0,0
221254,2007,1,0,0,0,0,0
221255,2007,0,1,0,0,0,0
221256,2007,1,0,0,0,0,0
221257,2007,0,1,0,0,0,0
221258,2007,0,0,1,0,0,0
221259,2007,1,0,0,0,0,0
221260,2007,0,1,0,0,0,0
221261,2007,0,0,1,0,0,0
221262,2007,0,1,0,0,0,0
221263,2007,1,0,0,0,0,0
221264,2007,1,0,0,0,0,0
221265,2007,0,1,0,0,0,0
221266,2007,0,0,1,0,0,0
221267,2007,0,0,0,1,0,0
221268,2007,0,1,0,0,0,0
221269,2007,1,0,0,0,0,0
221270,2007,0,0,0,1,0,0
221271,2007,0,0,0,0,0,1
221272,2007,0,0,1,0,0,0
221273,2007,1,0,0,0,0,0
221274,2007,1,0,0,0,0,0
221275,2007,0,1,0,0,0,0
221276,2007,0,0,0,1,0,0
221277,2007,1,0,0,0,0,0
221278,2007,0,0,1,0,0,0
221279,2007,0,0,1,0,0,0
221280,2007,0,0,1,0,0,0
221281,2007,0,0,1,0,0,0
221282,2007,0,0,1,0,0,0
221283,2007,1,0,0,0,0,0
221284,2007,1,0,0,0,0,0
221285,2007,0,0,0,1,0,0
221286,2007,1,0,0,0,0,0
221287,2007,1,0,0,0,0,0
221288,2007,1,0,0,0,0,0
221289,2007,0,1,0,0,0,0
221290,2007,0,1,0,0,0,0
221291,2007,0,1,0,0,0,0
221292,2007,0,1,0,0,0,0
221293,2007,1,0,0,0,0,0
221294,2007,1,0,0,0,0,0
221295,2007,0,0,1,0,0,0
221296,2007,1,0,0,0,0,0
221297,2007,1,0,0,0,0,0
221298,2007,1,0,0,0,0,0
221299,2007,0,1,0,0,0,0
221300,2007,0,1,0,0,0,0
221301,2007,0,1,0,0,0,0
221302,2007,1,0,0,0,0,0
221303,2007,1,0,0,0,0,0
221304,2007,0,0,1,0,0,0
221305,2007,1,0,0,0,0,0
221306,2007,0,1,0,0,0,0
221307,2007,1,0,0,0,0,0
221308,2007,1,0,0,0,0,0
221309,2007,0,0,0,1,0,0
221310,2007,1,0,0,0,0,0
221311,2007,1,0,0,0,0,0
221312,2007,0,1,0,0,0,0
221313,2007,1,0,0,0,0,0
221314,2007,0,0,1,0,0,0
221315,2007,1,0,0,0,0,0
221316,2007,0,1,0,0,0,0
221317,2007,0,0,1,0,0,0
221318,2007,0,0,1,0,0,0
221319,2007,1,0,0,0,0,0
221320,2007,1,0,0,0,0,0
221321,2007,1,0,0,0,0,0
221322,2007,0,1,0,0,0,0
221323,2007,0,1,0,0,0,0
221324,2007,1,0,0,0,0,0
221325,2007,0,1,0,0,0,0
221326,2007,1,0,0,0,0,0
221327,2007,0,1,0,0,0,0
221328,2007,0,1,0,0,0,0
221329,2007,0,1,0,0,0,0
221330,2007,1,0,0,0,0,0
221331,2007,1,0,0,0,0,0
221332,2007,0,1,0,0,0,0
221333,2007,0,1,0,0,0,0
221334,2007,1,0,0,0,0,0
221335,2007,1,0,0,0,0,0
221336,2007,0,0,1,0,0,0
221337,2007,0,0,0,1,0,0
221338,2007,1,0,0,0,0,0
221339,2007,1,0,0,0,0,0
221340,2007,1,0,0,0,0,0
221341,2007,1,0,0,0,0,0
221342,2007,1,0,0,0,0,0
221343,2007,1,0,0,0,0,0
221344,2007,0,0,0,0,1,0
221345,2007,1,0,0,0,0,0
221346,2007,1,0,0,0,0,0
221347,2007,0,0,0,1,0,0
221348,2007,1,0,0,0,0,0
221349,2007,0,0,0,1,0,0
221350,2007,1,0,0,0,0,0
221351,2007,1,0,0,0,0,0
221352,2007,1,0,0,0,0,0
221353,2007,0,0,0,0,1,0
221354,2007,0,1,0,0,0,0
221355,2007,0,1,0,0,0,0
221356,2007,0,1,0,0,0,0
221357,2007,1,0,0,0,0,0
221358,2007,0,0,1,0,0,0
221359,2007,0,0,1,0,0,0
221360,2007,0,0,0,1,0,0
221361,2007,0,0,0,1,0,0
221362,2007,0,0,0,0,1,0
221363,2007,0,0,0,0,1,0
221364,2007,0,0,1,0,0,0
221365,2007,0,0,1,0,0,0
221366,2007,1,0,0,0,0,0
221367,2007,1,0,0,0,0,0
221368,2007,1,0,0,0,0,0
221369,2007,0,0,0,1,0,0
221370,2007,0,1,0,0,0,0
221371,2007,0,0,1,0,0,0
221372,2007,0,0,1,0,0,0
221373,2007,0,0,1,0,0,0
221374,2007,1,0,0,0,0,0
221375,2007,0,1,0,0,0,0
221376,2007,0,1,0,0,0,0
221377,2007,1,0,0,0,0,0
221378,2007,0,0,0,1,0,0
221379,2007,0,1,0,0,0,0
221380,2007,0,1,0,0,0,0
221381,2007,1,0,0,0,0,0
221382,2007,1,0,0,0,0,0
221383,2007,0,1,0,0,0,0
221384,2007,0,0,1,0,0,0
221385,2007,0,0,1,0,0,0
221386,2007,1,0,0,0,0,0
221387,2007,0,1,0,0,0,0
221388,2007,0,0,1,0,0,0
221389,2007,0,0,1,0,0,0
221390,2007,1,0,0,0,0,0
221391,2007,1,0,0,0,0,0
221392,2007,1,0,0,0,0,0
221393,2007,1,0,0,0,0,0
221394,2007,1,0,0,0,0,0
221395,2007,0,1,0,0,0,0
221396,2007,1,0,0,0,0,0
221397,2007,1,0,0,0,0,0
221398,2007,0,1,0,0,0,0
221399,2007,0,0,0,1,0,0
221400,2007,1,0,0,0,0,0
221401,2007,1,0,0,0,0,0
221402,2007,0,0,1,0,0,0
221403,2007,1,0,0,0,0,0
221404,2007,0,0,1,0,0,0
221405,2007,0,0,1,0,0,0
221406,2007,0,1,0,0,0,0
221407,2007,0,0,0,1,0,0
221408,2007,0,1,0,0,0,0
221409,2007,0,1,0,0,0,0
221410,2007,0,0,1,0,0,0
221411,2007,0,0,1,0,0,0
221412,2007,1,0,0,0,0,0
221413,2007,0,0,1,0,0,0
221414,2007,0,0,1,0,0,0
221415,2007,0,0,1,0,0,0
221416,2007,0,0,1,0,0,0
221417,2007,0,0,1,0,0,0
221418,2007,0,0,0,1,0,0
221419,2007,0,0,1,0,0,0
221420,2007,0,0,1,0,0,0
221421,2007,0,0,1,0,0,0
221422,2007,1,0,0,0,0,0
221423,2007,1,0,0,0,0,0
221424,2007,0,0,1,0,0,0
221425,2007,0,0,1,0,0,0
221426,2007,0,0,0,0,1,0
221427,2007,0,0,0,0,1,0
221428,2007,0,0,0,1,0,0
221429,2007,0,0,1,0,0,0
221430,2007,0,0,1,0,0,0
221431,2007,0,0,0,0,0,1
221432,2007,0,0,0,0,0,1
221433,2007,0,0,0,0,0,1
221434,2007,0,0,1,0,0,0
221435,2007,0,0,1,0,0,0
221436,2007,0,0,1,0,0,0
221437,2007,0,0,1,0,0,0
221438,2007,0,0,0,0,0,1
221439,2007,1,0,0,0,0,0
221440,2007,0,0,1,0,0,0
221441,2007,0,0,1,0,0,0
221442,2007,0,0,1,0,0,0
221443,2007,0,0,1,0,0,0
221444,2007,0,0,1,0,0,0
221445,2007,0,0,1,0,0,0
221446,2007,0,0,1,0,0,0
221447,2007,0,0,1,0,0,0
221448,2007,0,0,1,0,0,0
221449,2007,0,0,0,0,1,0
221450,2007,0,0,1,0,0,0
221451,2007,0,0,1,0,0,0
221452,2007,0,0,1,0,0,0
221453,2007,0,0,1,0,0,0
221454,2007,0,0,1,0,0,0
221455,2007,1,0,0,0,0,0
221456,2007,0,0,1,0,0,0
221457,2007,0,0,1,0,0,0
221458,2007,0,0,0,0,1,0
221459,2007,1,0,0,0,0,0
221460,2007,0,0,1,0,0,0
221461,2007,0,0,1,0,0,0
221462,2007,0,0,0,1,0,0
221463,2007,0,0,1,0,0,0
221464,2007,0,0,1,0,0,0
221465,2007,0,0,1,0,0,0
221466,2007,0,0,1,0,0,0
221467,2007,0,0,1,0,0,0
221468,2007,0,0,0,1,0,0
221469,2007,0,0,1,0,0,0
221470,2007,1,0,0,0,0,0
221471,2007,0,0,1,0,0,0
221472,2007,1,0,0,0,0,0
221473,2007,0,0,0,1,0,0
221474,2007,0,0,1,0,0,0
221475,2007,1,0,0,0,0,0
221476,2007,0,0,1,0,0,0
221477,2007,0,0,1,0,0,0
221478,2007,0,0,1,0,0,0
221479,2007,0,0,1,0,0,0
221480,2007,0,0,0,0,1,0
221481,2007,0,0,1,0,0,0
221482,2007,0,0,1,0,0,0
221483,2007,1,0,0,0,0,0
221484,2007,0,0,1,0,0,0
221485,2007,1,0,0,0,0,0
221486,2007,1,0,0,0,0,0
221487,2007,0,0,1,0,0,0
221488,2007,0,0,1,0,0,0
221489,2007,0,0,1,0,0,0
221490,2007,0,0,1,0,0,0
221491,2007,1,0,0,0,0,0
221492,2007,0,0,1,0,0,0
221493,2007,0,0,0,1,0,0
221494,2007,1,0,0,0,0,0
221495,2007,1,0,0,0,0,0
221496,2007,1,0,0,0,0,0
221497,2007,1,0,0,0,0,0
221498,2007,1,0,0,0,0,0
221499,2007,0,0,1,0,0,0
221500,2007,0,0,1,0,0,0
221501,2007,0,0,1,0,0,0
221502,2007,0,0,1,0,0,0
221503,2007,0,0,1,0,0,0
221504,2007,0,0,1,0,0,0
221505,2007,1,0,0,0,0,0
221506,2007,1,0,0,0,0,0
221507,2007,1,0,0,0,0,0
221508,2007,1,0,0,0,0,0
221509,2007,1,0,0,0,0,0
221510,2007,1,0,0,0,0,0
221511,2007,1,0,0,0,0,0
221512,2007,1,0,0,0,0,0
221513,2007,0,0,1,0,0,0
221514,2007,0,0,0,1,0,0
221515,2007,0,0,1,0,0,0
221516,2007,0,0,1,0,0,0
221517,2007,0,0,1,0,0,0
221518,2007,0,0,0,1,0,0
221519,2007,0,0,1,0,0,0
221520,2007,0,0,0,1,0,0
221521,2007,0,0,0,0,0,1
221522,2007,0,0,1,0,0,0
221523,2007,0,0,1,0,0,0
221524,2007,0,0,0,1,0,0
221525,2007,0,0,1,0,0,0
221526,2007,0,0,1,0,0,0
221527,2007,0,0,1,0,0,0
221528,2007,0,0,1,0,0,0
221529,2007,0,0,1,0,0,0
221530,2007,1,0,0,0,0,0
221531,2007,1,0,0,0,0,0
221532,2007,1,0,0,0,0,0
221533,2007,0,0,0,1,0,0
221534,2007,0,0,1,0,0,0
221535,2007,0,0,1,0,0,0
221536,2007,0,0,1,0,0,0
221537,2007,1,0,0,0,0,0
221538,2007,0,0,1,0,0,0
221539,2007,0,0,1,0,0,0
221540,2007,1,0,0,0,0,0
221541,2007,0,0,1,0,0,0
221542,2007,1,0,0,0,0,0
221543,2007,1,0,0,0,0,0
221544,2007,0,0,1,0,0,0
221545,2007,0,0,1,0,0,0
221546,2007,0,0,1,0,0,0
221547,2007,0,0,1,0,0,0
221548,2007,1,0,0,0,0,0
221549,2007,1,0,0,0,0,0
221550,2007,1,0,0,0,0,0
221551,2007,1,0,0,0,0,0
221552,2007,0,0,1,0,0,0
221553,2007,0,0,1,0,0,0
221554,2007,1,0,0,0,0,0
221555,2007,1,0,0,0,0,0
221556,2007,1,0,0,0,0,0
221557,2007,1,0,0,0,0,0
221558,2007,0,0,1,0,0,0
221559,2007,1,0,0,0,0,0
221560,2007,1,0,0,0,0,0
221561,2007,0,0,0,1,0,0
221562,2007,0,0,0,1,0,0
221563,2007,1,0,0,0,0,0
